ts,t,h
"1487115024","21.8","34.1"
"1487115325","21.9","34.1"
"1487115627","21.7","34.2"
"1487115928","21.9","34.2"
"1487116229","21.8","34.2"
"1487116530","21.8","34.2"
"1487116831","21.8","34.2"
"1487117434","21.8","34.2"
"1487117735","21.9","34.2"
"1487118035","21.8","34.4"
"1487118337","21.7","34.4"
"1487118638","21.7","34.4"
"1487118939","21.8","34.2"
"1487119240","21.8","34.3"
"1487119541","21.7","34.5"
"1487119841","21.6","34.4"
"1487120142","21.7","34.5"
"1487120443","21.7","34.3"
"1487120744","21.7","34.3"
"1487121046","21.6","34.2"
"1487121346","21.7","34.3"
"1487121647","21.8","34.2"
"1487121948","21.7","34.3"
"1487122248","21.7","34.2"
"1487122549","21.7","34.1"
"1487122849","21.7","34.3"
"1487123150","21.7","34.3"
"1487123451","21.6","34.2"
"1487124055","21.6","34.1"
"1487124356","21.6","34.2"
"1487124657","21.5","34.2"
"1487124957","21.5","34.4"
"1487125259","21.5","34.3"
"1487125559","21.5","34.2"
"1487125861","21.5","34.4"
"1487126162","21.5","34.4"
"1487126463","21.5","34.3"
"1487126763","21.5","34.3"
"1487127065","21.4","34.5"
"1487127365","21.4","34.5"
"1487127666","21.5","34.9"
"1487127967","21.6","34.8"
"1487128268","21.6","34.8"
"1487128569","21.7","34.7"
"1487128869","21.8","33.8"
"1487129170","21.9","34.7"
"1487129471","21.9","34.7"
"1487129772","22.0","34.7"
"1487130074","22.1","34.7"
"1487130374","22.1","34.7"
"1487130675","22.2","34.7"
"1487130976","22.3","34.7"
"1487131579","22.5","34.6"
"1487132182","22.6","34.6"
"1487132483","22.7","34.5"
"1487132784","22.7","34.5"
"1487133085","22.7","34.5"
"1487133385","22.7","34.6"
"1487133686","22.7","34.6"
"1487133986","22.7","34.7"
"1487134287","22.7","34.6"
"1487134588","22.6","34.7"
"1487134888","22.6","34.7"
"1487135190","22.5","34.8"
"1487135491","22.5","34.8"
"1487135792","22.5","34.8"
"1487136093","22.5","35.0"
"1487136394","22.5","35.0"
"1487136694","22.5","35.0"
"1487136995","22.4","35.0"
"1487137296","22.4","35.0"
"1487137597","22.4","35.1"
"1487137897","22.4","35.1"
"1487138199","22.3","34.9"
"1487138500","22.3","34.9"
"1487138802","22.3","35.0"
"1487139103","22.2","35.1"
"1487139404","22.2","35.0"
"1487139705","22.2","35.0"
"1487140308","22.1","35.1"
"1487140609","22.1","35.2"
"1487140910","22.1","35.2"
"1487141211","22.0","35.3"
"1487141512","22.0","35.3"
"1487141812","22.0","35.2"
"1487142113","22.0","35.2"
"1487142414","22.1","35.2"
"1487142715","22.0","35.1"
"1487143015","22.0","35.1"
"1487143316","22.0","35.0"
"1487143617","22.1","35.0"
"1487143918","22.1","35.0"
"1487144219","22.0","35.0"
"1487144519","22.0","35.0"
"1487144820","21.9","35.0"
"1487145121","21.9","35.1"
"1487145421","22.0","35.1"
"1487145722","21.9","35.1"
"1487146023","21.9","35.1"
"1487146324","21.9","35.2"
"1487146927","21.9","35.2"
"1487147228","21.8","35.1"
"1487147529","21.9","35.1"
"1487147830","21.9","35.1"
"1487148130","21.8","35.0"
"1487148431","21.8","35.4"
"1487148732","21.8","36.4"
"1487149033","21.8","36.4"
"1487149636","21.9","36.5"
"1487149937","21.9","36.4"
"1487150238","21.8","36.3"
"1487150538","21.7","36.5"
"1487150839","21.8","36.6"
"1487151140","21.8","36.6"
"1487151442","21.7","36.7"
"1487151743","21.7","36.7"
"1487152044","21.7","36.4"
"1487152344","21.7","36.4"
"1487152645","21.6","36.5"
"1487152946","21.6","36.3"
"1487153246","21.7","36.1"
"1487153547","21.7","36.2"
"1487153848","21.6","36.1"
"1487154149","21.6","36.4"
"1487154451","21.5","36.5"
"1487154752","21.5","36.5"
"1487155052","21.5","36.4"
"1487155353","21.6","36.4"
"1487155654","21.5","36.4"
"1487155955","21.6","36.6"
"1487156255","21.5","36.4"
"1487156557","21.4","36.6"
"1487156858","21.4","37.0"
"1487157159","21.4","37.0"
"1487157460","21.8","36.8"
"1487157761","21.8","36.7"
"1487158062","21.8","36.7"
"1487158363","22.0","36.5"
"1487158664","22.0","36.5"
"1487159268","22.1","36.4"
"1487159569","22.1","36.3"
"1487159870","22.4","36.5"
"1487160170","22.3","36.4"
"1487160471","22.4","36.3"
"1487160772","22.6","36.4"
"1487161073","22.7","36.6"
"1487161374","22.7","36.4"
"1487161675","22.7","36.4"
"1487161976","22.9","36.4"
"1487162278","22.9","36.1"
"1487162579","22.9","36.0"
"1487162879","22.9","36.0"
"1487163180","22.8","35.7"
"1487163481","22.8","35.7"
"1487163782","22.8","35.8"
"1487164082","22.8","35.8"
"1487164383","22.8","35.8"
"1487164685","22.7","35.8"
"1487164986","22.7","35.7"
"1487165286","22.7","35.7"
"1487165587","22.7","35.7"
"1487165888","22.7","35.8"
"1487166188","22.6","35.7"
"1487166490","22.6","35.8"
"1487166790","22.6","35.3"
"1487167092","22.5","35.7"
"1487167394","22.5","35.6"
"1487167694","22.5","35.6"
"1487167995","22.5","35.7"
"1487168296","22.5","35.6"
"1487168597","22.4","35.5"
"1487168898","22.5","35.3"
"1487169199","22.5","35.3"
"1487169500","22.5","35.3"
"1487169801","22.5","35.3"
"1487170101","22.4","35.3"
"1487170402","22.4","35.2"
"1487170703","22.4","35.1"
"1487171306","22.2","35.3"
"1487171607","22.3","35.3"
"1487171908","22.3","35.2"
"1487172208","22.3","35.2"
"1487172509","22.3","35.2"
"1487172810","22.3","35.2"
"1487173412","22.2","35.3"
"1487174016","22.2","35.1"
"1487174316","22.2","35.2"
"1487174618","22.1","35.0"
"1487174919","22.2","35.0"
"1487175220","22.1","35.0"
"1487175521","22.1","35.1"
"1487175822","22.1","35.1"
"1487176123","22.1","35.0"
"1487176424","22.1","35.0"
"1487177026","22.0","35.0"
"1487177327","22.0","35.1"
"1487177930","21.8","35.2"
"1487178231","21.9","35.3"
"1487178533","21.8","35.5"
"1487179135","21.8","35.6"
"1487179437","21.8","35.5"
"1487179739","21.8","35.5"
"1487180040","21.9","35.5"
"1487180395","21.8","35.8"
"1487180696","21.8","35.7"
"1487180996","21.8","35.8"
"1487181297","21.8","36.2"
"1487181598","21.8","36.1"
"1487181898","21.9","36.1"
"1487182200","22.1","35.8"
"1487182501","22.1","35.8"
"1487182801","22.2","35.9"
"1487183102","22.2","35.9"
"1487183402","22.4","35.7"
"1487183703","22.5","35.7"
"1487184004","22.5","35.7"
"1487184305","22.7","35.7"
"1487184606","22.8","35.6"
"1487184907","22.8","35.6"
"1487185207","22.9","35.5"
"1487185508","23.1","35.4"
"1487185809","23.1","35.4"
"1487186110","23.1","35.3"
"1487186410","23.2","35.3"
"1487186711","23.3","35.3"
"1487187012","23.3","35.3"
"1487187313","23.4","35.1"
"1487187614","23.5","35.0"
"1487187916","23.5","35.1"
"1487188217","23.7","35.2"
"1487188518","23.7","35.1"
"1487188819","23.7","35.1"
"1487189119","23.7","35.0"
"1487189420","23.7","35.1"
"1487189721","23.2","35.2"
"1487190021","23.7","35.1"
"1487190322","23.5","35.2"
"1487190622","23.5","35.4"
"1487190923","23.7","35.0"
"1487191224","23.7","35.0"
"1487191526","23.5","35.1"
"1487191827","23.5","35.3"
"1487192128","23.5","35.3"
"1487192731","23.4","35.4"
"1487193033","23.3","35.5"
"1487193334","23.3","35.5"
"1487193635","23.3","35.6"
"1487193936","23.2","35.8"
"1487194237","23.2","35.6"
"1487194538","23.2","35.6"
"1487194839","23.2","35.6"
"1487195140","23.2","35.5"
"1487195441","23.1","35.6"
"1487195741","23.1","35.6"
"1487196042","23.0","35.7"
"1487196343","23.0","35.8"
"1487196945","22.9","35.7"
"1487197247","22.9","35.7"
"1487197548","22.8","36.0"
"1487197848","22.8","36.0"
"1487198451","22.8","36.3"
"1487198752","22.6","37.8"
"1487199053","22.7","37.7"
"1487199353","22.6","37.6"
"1487199654","22.5","38.0"
"1487199955","22.4","38.6"
"1487200255","22.3","38.9"
"1487200556","22.3","39.4"
"1487200857","22.2","39.6"
"1487201158","22.2","39.6"
"1487201458","22.1","40.3"
"1487201759","22.2","39.8"
"1487202061","22.1","40.8"
"1487202361","22.1","40.8"
"1487202662","22.1","40.6"
"1487202963","22.1","40.8"
"1487203566","22.0","40.8"
"1487203868","22.0","40.0"
"1487204169","22.0","40.7"
"1487204470","22.0","40.7"
"1487204771","21.8","41.1"
"1487205072","21.8","41.0"
"1487205373","21.7","40.8"
"1487205978","21.8","40.6"
"1487206882","22.2","39.5"
"1487207183","22.3","38.9"
"1487207484","22.2","38.8"
"1487207785","22.2","38.8"
"1487208086","22.2","38.8"
"1487208388","22.1","38.9"
"1487208690","22.0","39.0"
"1487208991","22.1","39.0"
"1487209292","22.2","39.0"
"1487209592","22.2","39.0"
"1487209894","22.4","38.6"
"1487210194","22.4","38.6"
"1487210495","22.5","38.5"
"1487210796","22.6","38.1"
"1487211097","22.7","38.1"
"1487211399","22.7","37.9"
"1487211701","22.8","37.8"
"1487212002","22.9","37.7"
"1487212303","23.0","37.6"
"1487212604","23.1","37.5"
"1487212905","23.2","37.5"
"1487213206","23.1","37.4"
"1487213507","23.2","37.3"
"1487213807","23.2","37.3"
"1487214108","23.3","37.3"
"1487214711","23.4","37.2"
"1487215012","23.5","37.1"
"1487215314","23.5","37.2"
"1487215615","23.5","37.1"
"1487215915","23.5","37.2"
"1487216216","23.4","37.3"
"1487216518","23.4","37.4"
"1487216820","23.4","37.5"
"1487217121","23.4","37.6"
"1487217421","23.3","37.5"
"1487218024","23.3","37.7"
"1487218325","23.3","37.8"
"1487218626","23.2","37.8"
"1487218927","23.2","37.8"
"1487219228","23.2","37.9"
"1487219529","23.1","37.8"
"1487219829","23.1","37.8"
"1487220130","23.1","37.7"
"1487220431","23.1","37.8"
"1487220732","23.1","37.7"
"1487221033","23.1","37.8"
"1487221333","23.0","37.6"
"1487221634","23.0","37.8"
"1487221936","22.9","37.9"
"1487222236","22.9","37.8"
"1487222537","22.9","37.7"
"1487222837","22.9","37.8"
"1487223139","22.7","37.9"
"1487223439","22.7","37.9"
"1487223740","22.7","37.8"
"1487224041","22.8","37.7"
"1487224342","22.7","37.6"
"1487224643","22.7","37.7"
"1487224943","22.6","37.7"
"1487225244","22.7","37.6"
"1487225545","22.7","37.6"
"1487225846","22.6","37.7"
"1487226146","22.5","37.8"
"1487226447","22.6","37.8"
"1487226748","22.6","37.7"
"1487227048","22.6","37.7"
"1487227349","22.5","37.1"
"1487227650","22.5","37.7"
"1487227951","22.5","37.8"
"1487228251","22.4","37.8"
"1487228855","22.4","37.8"
"1487229156","22.4","37.7"
"1487229457","22.4","37.7"
"1487229758","22.4","37.8"
"1487230059","22.4","37.7"
"1487230361","22.3","37.8"
"1487230662","22.4","37.7"
"1487231266","22.3","37.8"
"1487231566","22.3","37.9"
"1487231867","22.3","37.9"
"1487232167","22.3","37.9"
"1487232771","21.8","38.3"
"1487233374","22.0","38.3"
"1487233675","22.0","38.3"
"1487233975","22.2","38.8"
"1487234277","21.8","40.2"
"1487234578","21.7","40.1"
"1487234879","21.6","41.0"
"1487235180","21.5","41.3"
"1487235481","21.5","41.5"
"1487236084","21.5","41.5"
"1487236385","21.5","41.7"
"1487236685","21.5","41.8"
"1487236987","21.5","41.8"
"1487237287","21.5","41.7"
"1487237589","21.5","41.5"
"1487237891","21.5","41.5"
"1487238191","21.5","41.5"
"1487238492","21.5","41.4"
"1487238793","21.5","41.5"
"1487239093","21.5","41.4"
"1487239394","21.5","41.3"
"1487239694","21.4","41.2"
"1487239996","21.4","41.0"
"1487240297","21.4","41.1"
"1487240597","21.4","41.1"
"1487240898","21.3","41.0"
"1487241199","21.3","40.9"
"1487241501","21.3","41.0"
"1487241802","21.3","40.9"
"1487242102","21.3","40.9"
"1487242403","21.2","40.9"
"1487242704","21.3","41.0"
"1487243005","21.2","40.8"
"1487243305","21.2","40.8"
"1487243606","21.2","40.9"
"1487243907","21.1","40.6"
"1487244208","21.1","40.7"
"1487244509","21.1","40.6"
"1487244810","21.1","40.7"
"1487245111","21.1","40.6"
"1487245412","21.1","40.6"
"1487245714","21.0","40.5"
"1487246014","21.0","40.5"
"1487246316","21.1","40.3"
"1487246918","21.0","40.1"
"1487247219","21.0","40.1"
"1487247519","21.0","40.1"
"1487248123","20.9","39.8"
"1487248424","21.0","39.7"
"1487248724","20.9","39.6"
"1487249025","20.9","39.6"
"1487249326","20.9","39.6"
"1487249627","20.9","39.6"
"1487249928","20.9","39.6"
"1487250228","20.9","39.6"
"1487250531","20.9","39.6"
"1487250831","20.9","39.6"
"1487251132","20.8","39.8"
"1487251736","20.8","39.8"
"1487252036","20.8","39.8"
"1487252337","20.8","39.5"
"1487252638","20.8","39.6"
"1487252940","20.8","39.6"
"1487253241","20.8","39.6"
"1487253542","20.8","39.6"
"1487253843","20.7","39.5"
"1487254144","20.7","39.5"
"1487254445","20.8","39.6"
"1487254745","20.8","39.5"
"1487255046","20.7","39.6"
"1487255347","20.7","39.6"
"1487255648","20.7","39.7"
"1487256250","20.7","39.4"
"1487256551","20.7","39.3"
"1487256851","20.7","39.1"
"1487257153","20.6","39.1"
"1487257455","20.6","39.1"
"1487257757","20.6","39.1"
"1487258057","20.6","39.1"
"1487258661","20.6","39.1"
"1487258963","20.6","39.0"
"1487259265","20.5","38.9"
"1487259566","20.5","38.9"
"1487259868","20.5","38.9"
"1487260169","20.5","38.9"
"1487260471","20.5","38.9"
"1487260772","20.5","38.9"
"1487261072","20.7","38.9"
"1487261373","21.0","38.3"
"1487261674","21.3","37.8"
"1487261975","21.6","37.2"
"1487262275","21.6","37.2"
"1487262577","21.7","36.9"
"1487262878","21.8","37.0"
"1487263178","21.8","36.9"
"1487263479","21.9","36.8"
"1487263779","22.0","36.8"
"1487264080","22.1","36.8"
"1487264684","22.4","36.5"
"1487264985","22.5","36.7"
"1487265286","22.5","36.7"
"1487265587","22.5","36.5"
"1487265888","22.7","36.8"
"1487266189","22.8","36.8"
"1487266489","22.8","36.7"
"1487266791","22.9","36.6"
"1487267092","23.0","36.6"
"1487267393","23.1","36.7"
"1487267694","23.1","36.7"
"1487267995","23.2","36.5"
"1487268296","23.2","36.6"
"1487268598","23.2","36.4"
"1487268899","23.3","36.4"
"1487269200","23.4","36.3"
"1487269502","23.6","36.1"
"1487269804","23.5","36.2"
"1487270105","23.5","36.2"
"1487270406","23.5","36.5"
"1487270707","23.4","36.3"
"1487271008","23.4","36.3"
"1487271309","23.3","36.4"
"1487271611","23.3","36.6"
"1487271913","23.4","36.5"
"1487272214","23.3","36.3"
"1487272515","23.3","36.3"
"1487272816","23.3","36.4"
"1487273117","23.3","36.3"
"1487273418","23.3","36.3"
"1487273719","23.3","36.1"
"1487274020","23.2","36.6"
"1487274321","23.2","36.6"
"1487274924","23.0","37.0"
"1487275226","22.9","36.9"
"1487275528","22.9","37.0"
"1487275828","22.9","37.0"
"1487276129","23.0","36.9"
"1487276430","23.0","36.7"
"1487276731","22.9","36.6"
"1487277031","22.9","36.7"
"1487277332","22.9","36.7"
"1487277633","22.9","36.7"
"1487277935","22.8","36.7"
"1487278235","22.8","36.7"
"1487278537","22.8","36.8"
"1487278839","22.7","36.8"
"1487279140","22.7","37.0"
"1487279441","22.7","36.9"
"1487279742","22.6","37.2"
"1487280043","22.6","37.1"
"1487280345","22.8","37.0"
"1487280645","22.8","37.0"
"1487280946","22.8","36.8"
"1487281248","22.9","36.8"
"1487281851","23.0","36.6"
"1487282152","23.1","36.7"
"1487282452","23.3","36.5"
"1487282753","23.4","36.3"
"1487283054","23.5","36.3"
"1487283357","23.5","36.3"
"1487283658","23.6","36.2"
"1487283959","23.6","36.2"
"1487284260","23.6","36.2"
"1487284562","23.6","36.2"
"1487284863","23.6","36.2"
"1487285164","23.6","36.2"
"1487285466","23.5","36.3"
"1487285768","23.5","36.4"
"1487286070","23.5","36.4"
"1487286370","23.4","36.3"
"1487286671","23.4","36.4"
"1487286973","23.3","36.4"
"1487287273","23.3","36.5"
"1487287575","23.3","36.5"
"1487287875","23.3","36.5"
"1487288176","23.3","36.7"
"1487288477","23.3","36.6"
"1487288779","23.1","36.6"
"1487289079","23.1","36.6"
"1487289380","23.1","36.8"
"1487289681","23.1","36.9"
"1487289982","23.1","36.9"
"1487290283","23.0","36.8"
"1487290583","23.0","36.8"
"1487290884","23.0","36.9"
"1487291185","23.0","36.9"
"1487291485","23.0","36.9"
"1487291786","23.0","36.8"
"1487292389","22.9","36.8"
"1487292689","22.9","36.7"
"1487293293","22.8","36.8"
"1487293594","22.8","36.7"
"1487293895","22.8","36.7"
"1487294195","22.8","36.6"
"1487294496","22.8","36.6"
"1487294797","22.8","36.9"
"1487295400","22.7","36.6"
"1487295701","22.7","36.7"
"1487296002","22.7","36.7"
"1487296303","22.7","36.7"
"1487296907","22.6","36.7"
"1487297208","22.6","36.7"
"1487297509","22.6","36.7"
"1487297810","22.6","36.7"
"1487298111","22.6","36.6"
"1487298411","22.5","36.5"
"1487298713","22.5","36.6"
"1487299014","22.5","36.5"
"1487299617","22.4","36.7"
"1487299918","22.4","36.6"
"1487300219","22.4","36.6"
"1487300520","22.4","36.7"
"1487300822","22.4","36.7"
"1487301123","22.3","36.6"
"1487301423","22.3","36.6"
"1487301724","22.3","36.7"
"1487302025","22.3","36.6"
"1487302327","22.2","36.6"
"1487302628","22.2","36.5"
"1487302929","22.1","37.0"
"1487303230","22.1","37.0"
"1487303530","22.2","37.1"
"1487303832","22.4","36.8"
"1487304133","22.4","36.8"
"1487304433","22.5","36.8"
"1487304734","22.6","36.6"
"1487305036","22.7","36.7"
"1487305337","22.7","36.5"
"1487305638","22.8","36.4"
"1487305939","22.8","36.4"
"1487306239","22.9","36.4"
"1487306541","23.0","36.3"
"1487306841","23.0","36.3"
"1487307142","23.1","36.3"
"1487307443","23.2","36.3"
"1487307743","23.2","36.2"
"1487308045","23.4","36.3"
"1487308345","23.3","36.2"
"1487308646","23.4","36.3"
"1487309249","23.4","36.4"
"1487309550","23.4","36.5"
"1487309851","23.4","36.5"
"1487310153","23.4","36.6"
"1487310756","23.3","36.5"
"1487311058","23.3","36.6"
"1487311358","23.3","36.6"
"1487311962","23.2","36.7"
"1487312263","23.2","36.9"
"1487312565","23.1","37.0"
"1487312865","23.1","36.9"
"1487313167","23.1","37.0"
"1487313467","23.1","37.0"
"1487313768","23.1","36.9"
"1487314069","23.1","36.9"
"1487314369","23.1","36.8"
"1487314972","23.1","36.6"
"1487315273","23.1","36.6"
"1487315575","22.9","36.5"
"1487315876","22.9","36.5"
"1487316177","22.9","36.3"
"1487316478","22.9","36.3"
"1487316779","22.9","36.5"
"1487317079","22.9","36.6"
"1487317380","22.9","36.5"
"1487317680","22.8","36.5"
"1487317982","22.9","36.5"
"1487318282","22.8","36.4"
"1487318584","22.8","36.5"
"1487318885","22.8","36.6"
"1487319186","22.7","36.5"
"1487319487","22.7","36.6"
"1487319788","22.7","36.5"
"1487320088","22.7","36.5"
"1487320390","22.7","36.5"
"1487320691","22.7","36.5"
"1487321294","22.6","36.5"
"1487321594","22.6","36.6"
"1487321895","22.5","36.6"
"1487322197","22.4","36.8"
"1487322497","22.4","36.9"
"1487322798","22.5","40.2"
"1487323099","22.5","40.2"
"1487323401","22.5","40.0"
"1487323702","22.5","40.0"
"1487324002","22.6","39.8"
"1487324304","22.6","39.4"
"1487324604","22.6","39.4"
"1487324905","22.5","39.4"
"1487325206","22.6","39.2"
"1487325810","22.5","39.2"
"1487326112","22.4","39.1"
"1487326412","22.4","39.1"
"1487326713","22.5","39.1"
"1487327014","22.4","39.3"
"1487327315","22.4","39.3"
"1487327616","22.4","39.1"
"1487327917","22.4","39.0"
"1487328218","22.3","39.2"
"1487328519","22.3","39.2"
"1487328819","22.3","39.1"
"1487329423","22.2","38.8"
"1487329724","22.3","38.9"
"1487330025","22.3","38.9"
"1487330326","22.2","38.5"
"1487330627","22.2","38.5"
"1487330927","22.2","38.6"
"1487331229","22.2","38.6"
"1487331529","22.2","38.6"
"1487331830","22.1","38.4"
"1487332131","22.1","38.3"
"1487332431","22.1","38.6"
"1487333034","22.1","38.3"
"1487333335","22.1","38.5"
"1487333937","22.1","38.3"
"1487334238","22.0","38.4"
"1487334539","22.0","38.1"
"1487334841","22.0","38.2"
"1487335142","22.0","38.3"
"1487335442","22.0","38.3"
"1487335744","22.0","37.8"
"1487336045","22.0","38.0"
"1487336347","21.9","38.3"
"1487336649","21.9","38.2"
"1487336951","21.9","38.3"
"1487337253","21.9","38.2"
"1487337554","21.9","38.3"
"1487337855","21.9","38.3"
"1487338156","21.9","38.3"
"1487338457","21.8","38.4"
"1487338758","21.8","38.1"
"1487339059","21.9","38.2"
"1487339361","21.8","38.2"
"1487339964","21.8","38.3"
"1487340567","21.8","38.2"
"1487341473","21.8","38.2"
"1487341773","21.8","38.2"
"1487342074","21.8","38.3"
"1487342376","21.7","38.0"
"1487342677","21.8","38.1"
"1487342978","21.8","38.1"
"1487343278","21.8","38.1"
"1487343579","21.7","38.1"
"1487343880","21.7","38.1"
"1487344181","21.7","38.1"
"1487344481","21.7","38.0"
"1487344783","21.7","37.9"
"1487345083","21.7","37.8"
"1487345384","21.7","37.9"
"1487345684","21.7","37.9"
"1487345986","21.6","37.9"
"1487346286","21.6","37.9"
"1487346588","21.6","37.8"
"1487347191","21.6","37.7"
"1487347492","21.6","37.8"
"1487347792","21.6","37.6"
"1487348094","21.5","37.4"
"1487348394","21.5","37.4"
"1487348696","21.5","37.8"
"1487348997","21.5","37.8"
"1487349297","21.5","37.9"
"1487349598","21.6","37.9"
"1487350201","21.7","38.4"
"1487350502","21.6","38.3"
"1487350804","21.6","38.5"
"1487351104","21.6","38.5"
"1487351405","21.6","38.7"
"1487351707","21.8","38.6"
"1487352007","21.8","38.6"
"1487352308","21.7","38.7"
"1487352609","21.7","38.7"
"1487352911","21.7","38.6"
"1487353212","21.7","38.6"
"1487353512","21.7","38.7"
"1487353813","21.8","39.0"
"1487354114","21.2","39.8"
"1487354415","20.9","40.3"
"1487354716","20.9","40.3"
"1487355017","20.8","40.3"
"1487355318","20.7","40.1"
"1487355619","20.7","39.9"
"1487355919","20.7","39.9"
"1487356221","20.6","39.5"
"1487356522","20.6","39.5"
"1487356823","20.6","39.3"
"1487357425","20.6","39.2"
"1487357726","20.6","39.3"
"1487358028","20.5","38.9"
"1487358329","20.5","38.9"
"1487358930","20.5","38.9"
"1487359231","20.5","38.8"
"1487359531","20.4","38.7"
"1487359832","20.4","38.6"
"1487360132","20.4","38.6"
"1487360433","20.4","38.5"
"1487360734","20.4","38.4"
"1487361034","20.4","38.4"
"1487361335","20.4","38.5"
"1487361637","20.8","37.1"
"1487361939","21.2","36.1"
"1487362240","21.2","36.1"
"1487362540","21.4","35.5"
"1487362841","21.5","35.4"
"1487363142","21.7","35.0"
"1487363443","21.7","35.0"
"1487363744","22.0","35.7"
"1487364044","22.0","35.7"
"1487364345","22.1","35.3"
"1487364646","22.4","34.4"
"1487364947","22.4","34.4"
"1487365248","22.3","35.8"
"1487365549","22.5","35.9"
"1487366153","22.8","35.6"
"1487366454","22.9","35.4"
"1487366754","22.9","35.4"
"1487367055","22.9","35.5"
"1487367356","23.1","35.3"
"1487367656","23.1","35.3"
"1487367958","23.2","35.4"
"1487368258","23.2","35.4"
"1487368559","23.1","35.4"
"1487368861","23.1","35.4"
"1487369161","23.1","35.4"
"1487369463","23.0","35.5"
"1487369763","23.0","35.5"
"1487370064","23.0","35.6"
"1487370364","23.0","35.7"
"1487370666","22.9","35.9"
"1487370966","22.9","35.9"
"1487371267","22.9","36.4"
"1487371568","22.8","36.2"
"1487371869","22.7","36.1"
"1487372170","22.7","36.4"
"1487372472","22.8","36.5"
"1487372773","22.4","34.4"
"1487373074","22.4","34.4"
"1487373375","22.5","35.8"
"1487373676","22.4","35.7"
"1487373977","22.4","35.4"
"1487374278","22.4","35.4"
"1487374578","22.4","35.4"
"1487374879","22.4","35.6"
"1487375491","22.3","35.4"
"1487375792","22.3","35.4"
"1487376698","22.2","35.2"
"1487377001","22.2","35.0"
"1487377302","22.2","35.1"
"1487377603","22.2","35.1"
"1487378206","22.2","34.9"
"1487378506","22.1","34.8"
"1487378807","22.1","34.8"
"1487379713","22.0","35.0"
"1487380621","22.0","34.9"
"1487380922","22.0","34.9"
"1487381223","22.0","34.9"
"1487381523","22.0","34.9"
"1487381824","21.9","34.6"
"1487382125","22.0","34.7"
"1487382428","22.2","35.0"
"1487383031","22.3","35.2"
"1487383332","22.3","35.4"
"1487383633","22.3","35.4"
"1487383934","22.1","36.0"
"1487384234","22.0","36.3"
"1487384536","22.0","36.8"
"1487384837","22.0","36.9"
"1487385138","22.0","37.1"
"1487385439","22.0","37.3"
"1487386344","21.9","37.4"
"1487386644","21.9","37.4"
"1487386946","21.9","37.5"
"1487387246","21.9","37.5"
"1487387549","21.9","37.5"
"1487387850","21.9","37.7"
"1487388150","21.8","37.6"
"1487388452","21.8","37.5"
"1487388753","21.8","37.5"
"1487389054","21.8","37.6"
"1487389354","21.8","37.6"
"1487389655","21.8","37.6"
"1487389956","21.8","37.7"
"1487390258","21.7","37.9"
"1487390559","21.8","37.9"
"1487390860","21.7","37.9"
"1487391161","21.7","38.0"
"1487391462","21.7","38.0"
"1487391763","21.7","38.1"
"1487392064","21.7","37.9"
"1487392365","21.7","38.0"
"1487392666","21.7","38.0"
"1487392967","21.6","38.1"
"1487393268","21.6","38.0"
"1487393872","21.6","38.1"
"1487394172","21.6","38.1"
"1487394474","21.6","38.3"
"1487394775","21.6","38.3"
"1487395076","21.6","38.5"
"1487395377","21.5","38.4"
"1487395677","21.5","38.4"
"1487395979","21.6","38.9"
"1487396280","21.8","38.5"
"1487396580","21.7","38.4"
"1487396881","21.9","38.6"
"1487397182","22.0","38.4"
"1487397483","22.1","38.3"
"1487397784","22.2","38.3"
"1487398085","22.2","38.3"
"1487398386","22.3","38.4"
"1487398687","22.4","38.4"
"1487399291","22.6","38.4"
"1487399592","22.6","38.4"
"1487400194","22.7","38.3"
"1487400797","22.9","38.3"
"1487401099","23.0","38.2"
"1487401400","23.0","38.2"
"1487401701","23.0","38.0"
"1487402003","23.0","38.0"
"1487402304","23.0","37.8"
"1487402605","23.0","37.8"
"1487402906","23.0","37.8"
"1487403206","23.0","37.7"
"1487403507","23.0","37.7"
"1487403808","23.0","37.8"
"1487404109","22.9","37.7"
"1487404410","22.9","37.8"
"1487404711","22.9","37.8"
"1487405012","22.9","37.8"
"1487405313","22.8","37.8"
"1487405614","22.8","38.2"
"1487405915","22.7","38.1"
"1487406215","22.7","38.1"
"1487406516","22.6","38.1"
"1487407119","22.6","38.2"
"1487407722","22.5","38.0"
"1487408023","22.5","38.0"
"1487408324","22.5","38.1"
"1487408625","22.5","38.0"
"1487408926","22.5","37.9"
"1487409227","22.5","37.9"
"1487409529","22.4","37.8"
"1487409829","22.5","37.9"
"1487410131","22.4","37.8"
"1487410433","22.4","37.8"
"1487410734","22.4","37.8"
"1487411337","22.4","38.0"
"1487411941","22.4","38.0"
"1487412242","22.4","38.0"
"1487412846","22.6","37.7"
"1487413449","22.5","37.8"
"1487413750","22.6","37.8"
"1487414352","22.6","37.8"
"1487414654","22.7","37.7"
"1487414956","22.7","37.6"
"1487415258","22.7","37.7"
"1487415558","22.7","37.7"
"1487415860","22.7","37.8"
"1487416160","22.6","37.7"
"1487416461","22.7","37.8"
"1487416763","22.7","37.7"
"1487417065","22.6","37.6"
"1487417365","22.6","37.6"
"1487417668","22.6","37.4"
"1487417969","22.7","37.7"
"1487418270","22.7","37.6"
"1487418570","22.7","37.5"
"1487418871","22.7","37.6"
"1487419172","22.7","37.6"
"1487419474","22.8","37.6"
"1487419775","22.8","37.6"
