ts,t,h
"1495885334","25.9","42.5"
"1495885635","25.9","42.5"
"1495885936","25.9","42.5"
"1495886237","25.9","42.5"
"1495886539","25.9","42.4"
"1495886840","25.9","42.4"
"1495887140","25.9","42.5"
"1495887441","25.9","42.5"
"1495887742","25.9","42.4"
"1495888043","25.8","42.3"
"1495888344","25.8","42.3"
"1495888644","25.9","42.4"
"1495888945","25.9","42.4"
"1495889246","25.8","42.3"
"1495889547","25.8","42.2"
"1495889848","25.8","42.2"
"1495890148","25.8","42.2"
"1495890449","25.8","42.1"
"1495890750","25.8","42.1"
"1495891352","25.8","42.1"
"1495891653","25.8","42.1"
"1495891954","25.8","42.1"
"1495892254","25.8","42.1"
"1495892555","25.8","42.1"
"1495892856","25.8","42.1"
"1495893156","25.8","42.0"
"1495893457","25.8","42.1"
"1495893758","25.8","42.0"
"1495894058","25.8","42.0"
"1495894359","25.8","42.0"
"1495894659","25.8","42.0"
"1495894960","25.8","42.0"
"1495895261","25.8","42.0"
"1495895563","25.8","42.0"
"1495895864","25.8","42.0"
"1495896164","25.8","42.0"
"1495896465","25.8","42.0"
"1495896765","25.8","42.1"
"1495897066","25.8","42.0"
"1495897368","25.8","42.0"
"1495897668","25.8","42.0"
"1495897970","25.8","42.0"
"1495898271","25.8","42.0"
"1495898572","25.8","42.0"
"1495898874","25.8","41.9"
"1495899175","25.8","41.9"
"1495899476","25.8","41.9"
"1495899777","25.8","41.9"
"1495900078","25.8","41.9"
"1495900379","25.8","35.5"
"1495900680","25.7","35.4"
"1495900980","25.8","38.0"
"1495901281","25.8","34.1"
"1495901581","25.8","33.6"
"1495901882","25.8","34.1"
"1495902183","25.8","33.7"
"1495902484","25.8","33.7"
"1495902785","25.8","33.0"
"1495903085","25.8","32.9"
"1495903386","25.8","33.1"
"1495903687","25.8","32.5"
"1495903988","25.8","31.8"
"1495904288","25.8","31.8"
"1495904590","25.8","32.8"
"1495904890","25.8","32.8"
"1495905191","25.9","32.0"
"1495905493","25.8","31.1"
"1495905793","25.8","31.1"
"1495906094","25.8","31.0"
"1495906395","25.8","30.9"
"1495906696","25.8","30.6"
"1495906997","25.8","30.6"
"1495907298","25.7","30.6"
"1495907600","25.7","30.9"
"1495907902","25.7","30.8"
"1495908202","25.7","30.8"
"1495908503","25.7","30.6"
"1495908804","25.7","30.6"
"1495909104","25.7","30.6"
"1495909406","25.6","30.2"
"1495909708","25.6","30.1"
"1495910009","25.6","30.1"
"1495910612","25.5","30.2"
"1495910912","25.5","30.3"
"1495911213","25.5","30.8"
"1495911818","25.5","30.4"
"1495912119","25.5","30.5"
"1495912420","25.5","32.4"
"1495912721","25.6","33.0"
"1495913022","25.6","33.0"
"1495913323","25.6","33.3"
"1495913625","25.7","33.8"
"1495913926","25.7","33.8"
"1495914226","25.7","33.9"
"1495914829","25.7","34.2"
"1495915130","25.7","34.5"
"1495915431","25.7","34.5"
"1495915732","25.8","34.7"
"1495916335","25.8","35.1"
"1495916637","25.8","35.2"
"1495916938","25.8","35.2"
"1495917238","25.8","35.3"
"1495917540","25.8","35.5"
"1495917841","25.8","35.5"
"1495918142","25.8","35.5"
"1495918443","25.8","35.7"
"1495918745","25.8","35.7"
"1495919047","25.8","35.8"
"1495919347","25.8","35.8"
"1495919648","25.9","35.9"
"1495919949","25.8","36.0"
"1495920251","25.8","36.4"
"1495920552","25.8","36.1"
"1495920852","25.8","36.2"
"1495921153","25.9","36.1"
"1495921454","25.8","36.3"
"1495921755","25.8","36.5"
"1495922056","25.8","36.7"
"1495922358","25.8","36.6"
"1495922658","25.8","36.6"
"1495922960","25.9","36.7"
"1495923261","25.8","36.7"
"1495923864","25.9","36.7"
"1495924165","25.9","36.8"
"1495924467","25.9","36.9"
"1495924767","25.8","36.8"
"1495925069","25.9","36.9"
"1495925370","25.9","37.1"
"1495925672","25.9","37.0"
"1495925972","25.8","36.9"
"1495926274","25.9","37.1"
"1495926575","25.8","37.1"
"1495926876","25.8","37.2"
"1495927177","25.9","37.3"
"1495927478","25.8","37.3"
"1495927779","25.9","37.4"
"1495928079","25.9","37.5"
"1495928381","25.8","37.5"
"1495928683","25.8","37.5"
"1495928984","25.8","37.5"
"1495929285","25.8","37.6"
"1495929586","25.8","37.7"
"1495929887","25.8","37.6"
"1495930188","25.8","37.7"
"1495930489","25.8","37.7"
"1495930790","25.8","37.7"
"1495931090","25.8","37.8"
"1495931391","25.8","37.8"
"1495931691","25.8","37.9"
"1495931992","25.8","38.0"
"1495932293","25.8","37.9"
"1495932594","25.8","38.0"
"1495932894","25.8","38.1"
"1495933195","25.8","38.0"
"1495933496","25.8","38.2"
"1495933797","25.8","38.2"
"1495934098","25.8","38.3"
"1495934399","25.8","38.2"
"1495934700","25.8","38.3"
"1495935000","25.8","38.3"
"1495935301","25.8","38.4"
"1495935601","25.8","38.5"
"1495935903","25.8","38.7"
"1495936203","25.8","38.7"
"1495936504","25.8","38.7"
"1495936805","25.8","38.8"
"1495937106","25.8","38.8"
"1495937407","25.8","38.7"
"1495937708","25.8","38.8"
"1495938009","25.7","38.9"
"1495938310","25.8","38.9"
"1495938612","25.7","38.8"
"1495938912","25.8","38.9"
"1495939213","25.7","38.9"
"1495939515","25.7","38.9"
"1495939815","25.7","38.9"
"1495940116","25.7","38.9"
"1495940417","25.7","39.0"
"1495940718","25.7","38.9"
"1495941019","25.7","38.9"
"1495941320","25.7","39.1"
"1495941621","25.7","39.1"
"1495941922","25.7","39.1"
"1495942223","25.7","39.0"
"1495942524","25.7","39.1"
"1495942824","25.7","39.1"
"1495943125","25.7","39.2"
"1495943426","25.7","39.3"
"1495943726","25.7","39.4"
"1495944027","25.7","39.5"
"1495944327","25.7","39.4"
"1495944628","25.7","39.5"
"1495944929","25.7","39.6"
"1495945229","25.7","39.6"
"1495945530","25.7","39.5"
"1495945830","25.7","39.6"
"1495946131","25.7","39.6"
"1495946432","25.7","39.6"
"1495946732","25.7","39.7"
"1495947034","25.7","39.7"
"1495947334","25.7","39.7"
"1495947635","25.7","39.7"
"1495947936","25.7","39.8"
"1495948236","25.7","39.8"
"1495948537","25.7","39.7"
"1495948838","25.7","39.8"
"1495949139","25.7","39.9"
"1495949440","25.7","39.9"
"1495949741","25.7","39.9"
"1495950042","25.7","40.0"
"1495950343","25.7","40.1"
"1495950644","25.7","40.0"
"1495950945","25.7","40.1"
"1495951246","25.7","40.1"
"1495951547","25.7","40.2"
"1495951847","25.7","40.2"
"1495952148","25.7","40.2"
"1495952449","25.7","40.1"
"1495952749","25.7","40.2"
"1495953050","25.7","40.2"
"1495953351","25.7","40.3"
"1495953652","25.7","40.4"
"1495953953","25.7","40.4"
"1495954254","25.7","40.4"
"1495954554","25.7","40.4"
"1495954855","25.8","40.5"
"1495955156","25.8","40.5"
"1495955457","25.8","40.6"
"1495955759","25.8","40.4"
"1495956061","25.8","40.5"
"1495956363","25.8","40.5"
"1495956664","25.8","40.5"
"1495956966","25.8","40.4"
"1495957267","25.8","40.5"
"1495957570","25.8","40.4"
"1495957871","25.8","40.4"
"1495958173","25.8","40.4"
"1495958475","25.9","40.5"
"1495958777","25.9","40.3"
"1495959078","25.9","40.4"
"1495959379","25.9","40.5"
"1495959680","25.9","40.4"
"1495959982","25.9","40.5"
"1495960283","25.9","40.5"
"1495960583","26.0","40.5"
"1495960885","25.9","40.6"
"1495961185","25.9","40.5"
"1495961486","26.0","39.7"
"1495961786","26.0","40.0"
"1495962389","26.0","40.2"
"1495962690","26.0","40.2"
"1495962993","26.0","40.1"
"1495963293","26.0","40.1"
"1495963594","26.1","40.1"
"1495963895","26.1","40.2"
"1495964195","26.1","40.2"
"1495964496","26.1","40.2"
"1495964797","26.1","40.1"
"1495965097","26.1","40.1"
"1495965398","26.1","40.1"
"1495965699","26.1","40.0"
"1495966000","26.1","40.0"
"1495966302","26.1","40.0"
"1495966602","26.1","40.0"
"1495966903","26.2","40.2"
"1495967204","26.2","40.2"
"1495967505","26.2","40.1"
"1495967805","26.2","40.0"
"1495968106","26.2","39.9"
"1495968406","26.2","40.0"
"1495968708","26.2","31.5"
"1495969009","26.2","30.3"
"1495969310","26.2","30.3"
"1495969611","26.2","34.2"
"1495969912","26.2","34.2"
"1495970213","26.2","33.8"
"1495970515","26.2","33.3"
"1495970816","26.2","28.7"
"1495971117","26.2","28.7"
"1495971720","26.2","30.0"
"1495972021","26.2","30.0"
"1495972323","26.2","30.0"
"1495972623","26.2","28.6"
"1495972925","26.2","27.3"
"1495973226","26.2","26.7"
"1495973527","26.2","26.8"
"1495973827","26.2","29.5"
"1495974128","26.2","29.8"
"1495974429","26.1","29.6"
"1495974731","26.2","29.0"
"1495975031","26.1","29.0"
"1495975333","26.2","29.4"
"1495975634","26.2","29.4"
"1495975935","26.3","29.4"
"1495976235","26.2","29.3"
"1495976838","26.3","28.2"
"1495977441","26.2","28.8"
"1495977742","26.2","28.8"
"1495978044","26.2","28.7"
"1495978344","26.2","28.7"
"1495978645","26.2","27.6"
"1495978945","26.2","27.8"
"1495979246","26.2","29.5"
"1495979547","26.2","30.3"
"1495979848","26.1","31.5"
"1495980148","26.1","31.5"
"1495980449","26.1","32.1"
"1495980750","26.1","32.3"
"1495981050","26.1","32.8"
"1495981351","26.1","33.1"
"1495981651","26.1","33.2"
"1495981952","26.1","33.5"
"1495982253","26.1","33.9"
"1495982554","26.1","34.1"
"1495982856","26.1","34.4"
"1495983156","26.1","34.4"
"1495983457","26.0","34.4"
"1495983757","26.0","34.6"
"1495984058","26.0","34.8"
"1495984360","26.0","35.0"
"1495984661","26.0","35.2"
"1495984961","26.0","35.2"
"1495985262","26.0","35.4"
"1495985865","26.0","35.9"
"1495986166","26.0","35.9"
"1495986468","0.4","29.5"
"1495986769","26.0","35.9"
"1495987070","26.0","35.9"
"1495987371","26.0","36.0"
"1495987672","26.0","36.0"
"1495987972","26.0","36.1"
"1495988273","26.0","36.1"
"1495988574","26.0","36.1"
"1495988875","26.0","36.1"
"1495989176","26.0","36.0"
"1495989477","26.0","36.0"
"1495989777","26.0","36.2"
"1495990078","26.0","36.1"
"1495990380","26.0","36.3"
"1495990681","26.0","36.2"
"1495990981","26.0","36.2"
"1495991282","26.0","36.4"
"1495991584","26.0","36.4"
"1495991885","26.0","36.4"
"1495992185","26.0","36.4"
"1495992486","26.0","36.4"
"1495992786","26.0","36.5"
"1495993087","26.0","36.4"
"1495993388","26.0","36.5"
"1495993690","26.0","36.6"
"1495993990","26.0","36.6"
"1495994291","26.0","36.6"
"1495994592","26.0","36.6"
"1495994893","26.0","36.6"
"1495995194","26.0","36.5"
"1495995495","26.0","36.5"
"1495995796","26.0","36.5"
"1495996097","26.0","36.5"
"1495996398","26.0","36.5"
"1495996699","26.0","36.5"
"1495997000","26.0","36.5"
"1495997301","26.0","36.5"
"1495997602","26.0","36.6"
"1495997903","26.0","36.6"
"1495998203","26.0","36.5"
"1495998505","26.0","36.6"
"1495998805","26.0","36.6"
"1495999107","26.0","36.7"
"1495999408","26.0","36.7"
"1495999708","26.0","36.7"
"1496000010","25.9","36.7"
"1496000311","26.0","36.8"
"1496000613","26.0","36.8"
"1496000914","26.0","36.8"
"1496001214","26.0","36.7"
"1496001515","26.0","36.8"
"1496001816","26.0","36.9"
"1496002117","26.0","36.9"
"1496002417","26.0","36.9"
"1496002718","26.0","37.0"
"1496003019","26.0","36.9"
"1496003320","26.0","37.0"
"1496003622","26.0","37.1"
"1496003924","26.0","37.2"
"1496004225","26.0","37.2"
"1496004527","26.1","37.3"
"1496004828","26.1","37.2"
"1496005130","26.1","37.3"
"1496005430","26.0","37.2"
"1496005732","26.1","37.5"
"1496006034","26.1","37.5"
"1496006335","26.1","37.4"
"1496006635","26.1","37.6"
"1496006936","26.1","37.8"
"1496007236","26.1","37.8"
"1496007537","26.1","38.0"
"1496007838","26.1","38.0"
"1496008140","26.0","38.0"
"1496008440","26.1","38.1"
"1496009047","26.1","38.3"
"1496009349","26.1","38.3"
"1496009652","26.1","38.3"
"1496009952","26.1","38.3"
"1496010253","26.1","38.4"
"1496010554","26.1","38.8"
"1496010855","26.1","38.5"
"1496011761","26.1","38.6"
"1496012062","26.1","38.5"
"1496012363","26.1","38.6"
"1496012663","26.1","38.7"
"1496012964","26.1","38.7"
"1496013266","26.1","38.8"
"1496013568","26.1","38.8"
"1496014171","26.1","38.8"
"1496014472","26.1","38.8"
"1496014773","26.1","39.0"
"1496015074","26.1","39.0"
"1496015374","26.1","39.0"
"1496015676","26.0","39.2"
"1496015977","26.1","39.2"
"1496016278","26.0","39.2"
"1496016578","26.0","39.2"
"1496016880","26.0","39.2"
"1496017181","26.0","39.2"
"1496017482","26.0","39.2"
"1496017783","26.0","39.2"
"1496018083","26.0","39.3"
"1496018384","26.0","39.3"
"1496018686","26.0","39.3"
"1496018988","26.0","39.3"
"1496019288","26.0","39.3"
"1496019589","26.0","39.4"
"1496019889","26.0","39.4"
"1496020190","26.0","39.4"
"1496020491","25.9","39.4"
"1496020792","25.9","39.4"
"1496021394","25.9","39.5"
"1496021695","25.9","39.6"
"1496021996","26.0","39.6"
"1496022296","25.9","39.6"
"1496022597","25.9","39.6"
"1496022898","25.9","39.6"
"1496023199","25.9","39.7"
"1496023500","25.9","39.6"
"1496023801","25.9","39.6"
"1496024102","25.9","39.6"
"1496024402","25.9","39.7"
"1496024703","25.9","39.6"
"1496025004","25.9","39.8"
"1496025305","25.9","39.7"
"1496025606","25.9","39.8"
"1496025907","25.9","39.8"
"1496026209","25.9","39.8"
"1496026812","25.9","39.8"
"1496027112","25.8","39.8"
"1496027414","25.8","39.8"
"1496027714","25.8","39.8"
"1496028015","25.8","39.8"
"1496028317","25.8","39.8"
"1496028618","25.8","39.8"
"1496028918","25.8","39.8"
"1496029219","25.8","39.8"
"1496029520","25.8","39.9"
"1496029821","25.8","39.9"
"1496030122","25.8","39.9"
"1496030423","25.8","39.9"
"1496030724","25.8","39.9"
"1496031025","25.8","39.9"
"1496031326","25.8","39.9"
"1496031626","25.8","39.9"
"1496031927","25.8","39.9"
"1496032228","25.8","39.9"
"1496032528","25.8","39.9"
"1496032829","25.8","39.9"
"1496033130","25.8","40.0"
"1496033431","25.8","40.0"
"1496033731","25.8","40.0"
"1496034033","25.8","40.1"
"1496034333","25.8","40.1"
"1496034634","25.8","40.1"
"1496034935","25.8","40.2"
"1496035236","25.8","40.2"
"1496035536","25.8","40.2"
"1496035837","25.8","40.2"
"1496036138","25.8","40.3"
"1496036438","25.8","40.3"
"1496036739","25.8","40.3"
"1496037040","25.8","40.3"
"1496037341","25.8","40.3"
"1496037642","25.8","40.3"
"1496037942","25.8","40.3"
"1496038243","25.8","40.3"
"1496038544","25.8","40.3"
"1496038845","25.8","40.3"
"1496039145","25.8","40.4"
"1496039446","25.8","40.4"
"1496039746","25.8","40.3"
"1496040048","25.8","40.4"
"1496040349","25.8","40.5"
"1496040650","25.8","40.5"
"1496040951","25.8","40.6"
"1496041252","25.8","40.6"
"1496041552","25.9","40.3"
"1496041853","25.9","39.8"
"1496042154","25.9","39.1"
"1496042756","26.0","38.5"
"1496043058","26.0","37.2"
"1496043359","26.0","37.2"
"1496043660","26.1","38.0"
"1496043960","26.1","38.0"
"1496044261","26.1","38.3"
"1496044562","26.1","38.2"
"1496044862","26.1","39.0"
"1496045465","26.2","39.6"
"1496045766","26.2","40.1"
"1496046068","26.2","40.1"
"1496046369","26.2","40.2"
"1496046670","26.3","40.4"
"1496046972","26.3","40.5"
"1496047273","26.3","40.7"
"1496047575","26.3","40.8"
"1496047875","26.3","40.7"
"1496048176","26.3","40.9"
"1496048477","26.3","40.9"
"1496048778","26.3","40.9"
"1496049078","26.3","40.9"
"1496049380","26.3","40.9"
"1496049680","26.3","40.9"
"1496049982","26.3","40.9"
"1496050284","26.3","40.8"
"1496050584","26.3","40.8"
"1496050886","26.4","40.9"
"1496051187","26.3","40.9"
"1496051487","26.3","40.9"
"1496051788","26.4","40.9"
"1496052089","26.4","40.9"
"1496052389","26.4","40.9"
"1496052690","26.3","40.8"
"1496052991","26.4","40.9"
"1496053291","26.4","40.9"
"1496053592","26.4","40.9"
"1496053893","26.4","40.9"
"1496054194","26.4","40.8"
"1496054495","26.4","40.9"
"1496054797","26.4","40.9"
"1496055097","26.4","40.9"
"1496055399","26.4","40.8"
"1496055700","26.4","40.9"
"1496056001","26.4","40.9"
"1496056302","26.4","40.8"
"1496056602","26.4","40.8"
"1496056903","26.4","40.8"
"1496057204","26.4","40.8"
"1496057504","26.4","40.9"
"1496057805","26.4","40.9"
"1496058105","26.3","40.8"
"1496058406","26.3","40.8"
"1496058707","26.3","40.8"
"1496059008","26.3","40.8"
"1496059309","26.3","40.9"
"1496059610","26.3","40.9"
"1496059912","26.3","40.8"
"1496060212","26.3","40.9"
"1496060513","26.3","40.8"
"1496060814","26.3","40.8"
"1496061117","26.3","40.8"
"1496061418","26.3","40.8"
"1496061719","26.2","40.7"
"1496062021","26.3","40.8"
"1496062321","26.3","40.8"
"1496062622","26.3","40.8"
"1496062923","26.3","40.8"
"1496063224","26.3","40.8"
"1496063525","26.3","40.8"
"1496063826","26.3","40.7"
"1496064127","26.2","40.7"
"1496064427","26.3","40.8"
"1496064729","26.3","40.7"
"1496065029","26.3","40.7"
"1496065331","26.3","40.7"
"1496065632","26.3","40.7"
"1496065933","26.3","40.7"
"1496066235","26.3","40.6"
"1496066536","26.3","40.6"
"1496066837","26.3","40.6"
"1496067138","26.3","40.6"
"1496067439","26.3","40.5"
"1496067740","26.3","40.5"
"1496068042","26.2","40.5"
"1496068342","26.2","40.5"
"1496068643","26.3","40.5"
"1496068944","26.3","40.6"
"1496069245","26.3","40.6"
"1496069545","26.2","40.5"
"1496069846","26.3","40.5"
"1496070146","26.3","40.5"
"1496070447","26.3","40.5"
"1496070748","26.2","40.4"
"1496071049","26.2","40.4"
"1496071349","26.2","40.4"
"1496071650","26.2","40.4"
"1496071950","26.2","40.4"
"1496072251","26.2","40.5"
"1496072552","26.2","40.5"
"1496072853","26.2","40.4"
"1496073153","26.2","40.5"
"1496073454","26.2","40.4"
"1496073756","26.2","40.4"
"1496074058","26.2","40.4"
"1496074358","26.2","40.4"
"1496074962","26.2","39.6"
"1496075565","26.2","40.4"
"1496075866","26.2","40.4"
"1496076771","26.2","40.3"
"1496077072","26.2","40.7"
"1496077373","26.2","40.7"
"1496077673","26.3","41.9"
"1496077975","26.4","41.2"
"1496078276","26.4","41.3"
"1496078577","26.4","41.3"
"1496078877","26.4","41.4"
"1496079178","26.5","41.5"
"1496079479","26.5","41.5"
"1496079779","26.5","42.1"
"1496080080","26.5","41.8"
"1496080382","26.5","41.8"
"1496080683","26.6","42.2"
"1496080984","26.5","42.1"
"1496081285","26.5","42.2"
"1496081585","26.6","42.0"
"1496081887","26.6","42.3"
"1496082188","26.7","42.2"
"1496082791","26.7","42.3"
"1496083092","26.7","42.3"
"1496083393","26.7","42.3"
"1496083693","26.8","42.6"
"1496083994","26.8","42.4"
"1496084295","26.8","42.4"
"1496084596","26.9","42.3"
"1496084897","26.8","41.8"
"1496085197","26.8","41.8"
"1496085800","26.7","41.3"
"1496086101","26.7","41.2"
"1496086402","26.8","41.3"
"1496086703","26.8","41.2"
"1496087003","26.8","41.0"
"1496087304","26.8","41.2"
"1496087605","26.8","41.3"
"1496087906","26.8","41.3"
"1496088207","26.8","41.2"
"1496088811","26.8","41.2"
"1496089112","26.8","41.2"
"1496089715","26.8","41.1"
"1496090016","26.9","41.3"
"1496090316","26.9","41.2"
"1496090617","26.8","41.2"
"1496090918","26.9","41.3"
"1496091219","26.9","41.2"
"1496091521","26.8","41.1"
"1496091821","26.8","41.1"
"1496092123","26.8","41.4"
"1496092423","26.8","41.3"
"1496092724","26.8","41.4"
"1496093025","26.9","41.5"
"1496093326","26.9","41.3"
"1496093627","26.8","41.2"
"1496093928","26.9","41.4"
"1496094229","26.8","41.6"
"1496094531","26.8","41.3"
"1496095134","26.8","41.4"
"1496095435","26.8","41.7"
"1496095736","26.8","41.5"
"1496096036","26.8","41.6"
"1496096337","26.8","41.6"
"1496096638","26.8","41.6"
"1496097241","26.8","41.8"
"1496097542","26.8","41.7"
"1496097842","26.8","41.7"
"1496098143","26.8","41.8"
"1496099048","26.7","41.7"
"1496099349","26.8","41.9"
"1496099650","26.7","41.8"
"1496099951","26.8","41.9"
"1496100252","26.8","41.9"
"1496100552","26.6","42.1"
"1496100853","26.6","42.3"
"1496101154","26.5","42.3"
"1496101456","26.5","42.3"
"1496102059","26.5","42.3"
"1496102359","26.5","42.3"
"1496102661","26.5","42.3"
"1496102961","26.5","42.3"
"1496103262","26.5","42.4"
"1496103563","26.5","42.5"
"1496103864","26.5","42.5"
"1496104165","26.5","42.5"
"1496104466","26.5","42.5"
"1496104766","26.5","42.5"
"1496105068","26.5","42.6"
"1496105368","26.5","42.5"
"1496105669","26.5","42.6"
"1496105969","26.5","42.6"
"1496106270","26.5","42.7"
"1496106873","26.5","42.8"
"1496107174","26.4","42.7"
"1496107474","26.5","42.8"
"1496107775","26.4","42.8"
"1496108075","26.5","42.9"
"1496108376","26.4","42.8"
"1496108677","26.4","42.8"
"1496108978","26.4","42.8"
"1496109279","26.4","42.9"
"1496109580","26.4","42.9"
"1496109881","26.4","42.9"
"1496110182","26.4","42.9"
"1496110482","26.4","42.9"
"1496110783","26.4","42.9"
"1496111084","26.4","42.9"
"1496111385","26.4","42.9"
"1496111686","26.4","42.9"
"1496111986","26.4","42.9"
"1496112287","26.4","42.9"
"1496112588","26.4","42.9"
"1496112889","26.4","42.9"
"1496113189","26.4","42.9"
"1496113491","26.4","42.9"
"1496113793","26.4","42.8"
"1496114094","26.4","42.8"
"1496114395","26.4","42.9"
"1496114695","26.3","42.8"
"1496114997","26.4","42.9"
"1496115298","26.3","42.8"
"1496115903","26.4","42.8"
"1496116203","26.4","42.8"
"1496116504","26.3","42.7"
"1496116804","26.3","42.8"
"1496117106","26.3","42.9"
"1496117407","26.4","42.9"
"1496117709","26.4","42.9"
"1496118010","26.3","42.8"
"1496118311","26.3","42.8"
"1496118611","26.3","42.8"
"1496118912","26.3","42.8"
"1496119213","26.3","42.9"
"1496119513","26.3","43.0"
"1496119814","26.3","42.9"
"1496120115","26.3","43.0"
"1496120416","26.3","43.0"
"1496120717","26.3","43.0"
"1496121018","26.3","43.1"
"1496121318","26.3","43.1"
"1496121620","26.3","43.1"
"1496121920","26.3","43.1"
"1496122222","26.3","43.0"
"1496122522","26.3","43.0"
"1496122823","26.3","43.1"
"1496123124","26.3","43.0"
"1496123424","26.3","43.0"
"1496123725","26.3","42.9"
"1496124026","26.4","43.0"
"1496124326","26.4","43.0"
"1496124628","26.3","42.9"
"1496124929","26.4","43.0"
"1496125229","26.4","43.0"
"1496125530","26.4","43.0"
"1496125831","26.4","43.0"
"1496126132","26.4","43.1"
"1496126434","26.4","43.0"
"1496126735","26.4","43.0"
"1496127035","26.4","43.1"
"1496127336","26.4","43.1"
"1496127636","26.4","43.0"
"1496127937","26.4","43.0"
"1496128238","26.4","43.1"
"1496128538","26.4","43.1"
"1496128839","26.4","43.1"
"1496129140","26.4","43.1"
"1496129440","26.4","43.4"
"1496129742","26.4","43.4"
"1496130042","26.4","43.4"
"1496130343","26.4","43.7"
"1496130644","26.4","45.4"
"1496131247","26.5","45.2"
"1496131548","26.4","45.1"
"1496131849","26.5","45.4"
"1496132150","26.5","45.4"
"1496132451","26.5","46.0"
"1496132752","26.5","46.0"
"1496133052","26.5","46.4"
"1496133353","26.5","46.5"
"1496133956","26.5","46.3"
"1496134257","26.5","46.5"
"1496134860","26.6","46.1"
"1496135161","26.5","46.1"
"1496135462","26.6","46.1"
"1496135763","26.6","46.0"
"1496136064","26.6","46.0"
"1496136365","26.6","45.9"
"1496136666","26.6","45.9"
"1496137269","26.6","45.8"
"1496137569","26.6","45.7"
"1496137871","26.6","45.6"
"1496138172","26.6","45.6"
"1496138473","26.6","45.6"
"1496138775","26.6","45.5"
"1496139077","26.6","45.4"
"1496139377","26.6","45.4"
"1496139678","26.6","45.3"
"1496139979","26.7","45.4"
"1496140280","26.6","45.3"
"1496140581","26.6","45.3"
"1496140882","26.6","45.3"
"1496141183","26.6","45.2"
"1496141484","26.6","45.2"
"1496141786","26.6","45.1"
"1496142087","26.6","45.1"
"1496142388","26.7","45.1"
"1496142688","26.6","45.0"
"1496142989","26.6","44.9"
"1496143290","26.7","44.9"
"1496143591","26.6","44.8"
"1496144194","26.6","44.7"
"1496144495","26.7","44.7"
"1496144797","26.6","44.6"
"1496145098","26.7","44.6"
"1496145398","26.6","44.6"
"1496145700","26.7","44.5"
"1496146303","26.6","44.5"
"1496146603","26.6","44.4"
"1496147206","26.6","44.3"
"1496147507","26.7","44.2"
"1496147809","26.6","44.1"
"1496148411","26.6","44.0"
"1496148712","26.7","44.0"
"1496149013","26.6","43.9"
"1496149314","26.6","43.9"
"1496149614","26.6","43.9"
"1496149916","26.6","43.8"
"1496150217","26.6","43.9"
"1496150518","26.6","43.8"
"1496150818","26.6","43.8"
"1496151119","26.6","43.8"
"1496151420","26.6","43.8"
"1496151720","26.6","43.7"
"1496152021","26.6","43.7"
"1496152322","26.6","43.7"
"1496152622","26.6","43.6"
"1496152924","26.6","43.6"
"1496153224","26.6","43.6"
"1496153525","26.6","43.5"
"1496153825","26.6","43.5"
"1496154126","26.6","43.4"
"1496154427","26.6","43.4"
"1496154728","26.6","43.4"
"1496155028","26.6","43.4"
"1496155329","26.6","43.3"
"1496155629","26.6","43.3"
"1496155931","26.6","43.2"
"1496156232","26.6","43.2"
"1496156533","26.6","43.2"
"1496156833","26.6","43.2"
"1496157134","26.6","43.0"
"1496157435","26.6","43.0"
"1496157736","26.6","43.0"
"1496158038","26.6","42.9"
"1496158338","26.6","42.9"
"1496158639","26.6","42.9"
"1496158939","26.6","42.9"
"1496159240","26.6","42.9"
"1496159541","26.7","43.0"
"1496159841","26.7","43.0"
"1496160142","26.7","42.9"
"1496160442","26.7","42.9"
"1496160743","26.7","42.8"
"1496161044","26.8","43.1"
"1496161344","26.8","43.2"
"1496161646","26.8","43.1"
"1496161948","26.8","43.1"
"1496162249","26.8","43.3"
"1496162549","26.8","43.3"
"1496162850","26.9","43.2"
"1496163151","26.9","43.1"
"1496163452","26.9","43.1"
"1496164055","26.9","43.0"
"1496164356","26.9","43.0"
"1496164657","26.9","42.9"
"1496164958","26.9","43.0"
"1496165258","26.9","42.9"
"1496165862","26.9","42.9"
"1496166162","27.0","43.2"
"1496166463","26.9","43.2"
"1496166764","26.9","43.0"
"1496167065","26.9","43.0"
"1496167366","26.8","43.2"
"1496167667","26.8","43.1"
"1496167968","26.8","43.0"
"1496168270","26.9","43.0"
"1496168571","26.9","43.0"
"1496168872","26.9","43.0"
"1496169174","26.9","43.0"
"1496169474","26.9","43.0"
"1496169775","26.8","42.9"
"1496170076","26.8","42.9"
"1496170377","26.8","42.9"
"1496170678","26.9","43.0"
"1496170979","26.8","43.0"
"1496171279","26.8","43.0"
"1496171580","26.8","43.0"
"1496171881","26.8","43.1"
"1496172182","26.8","43.1"
"1496172483","26.8","43.0"
"1496172785","26.8","42.9"
"1496173086","26.8","42.9"
"1496173387","26.8","43.0"
"1496173688","26.8","43.0"
"1496173988","26.8","43.0"
"1496174289","26.8","43.0"
"1496174590","26.8","43.0"
"1496174891","26.8","43.0"
"1496175192","26.9","43.1"
"1496175493","26.8","43.0"
"1496175793","26.8","43.0"
"1496176095","26.8","43.2"
"1496176396","26.8","43.0"
"1496176697","26.8","43.1"
"1496176998","26.8","43.2"
"1496177300","26.8","43.1"
"1496177602","26.8","43.1"
"1496177905","26.8","42.8"
"1496178207","26.8","43.0"
"1496178508","26.8","43.0"
"1496179414","26.8","43.3"
